cricinfo,personLabel,dob,countryLabel
9022,Charles Barton,1860-04-26T00:00:00Z,United Kingdom of Great Britain and Ireland
10098,Charles Brune,1843-04-16T00:00:00Z,Cuba
11311,David Coote,1955-04-08T00:00:00Z,United Kingdom
12315,David Drury,1961-05-01T00:00:00Z,United Kingdom
6629,David Moore,1964-10-16T00:00:00Z,Australia
10013,Eliot Bromley-Martin,1866-10-02T00:00:00Z,United Kingdom
10013,Eliot Bromley-Martin,1866-10-02T00:00:00Z,United Kingdom of Great Britain and Ireland
11571,Geoffrey Crook,1978-10-30T00:00:00Z,United Kingdom
11153,George Clarke,1869-04-10T00:00:00Z,United Kingdom
11153,George Clarke,1869-04-10T00:00:00Z,United Kingdom of Great Britain and Ireland
6301,George Linney,1869-11-18T00:00:00Z,Australia
6676,Henry Musgrove,1858-11-27T00:00:00Z,Australia
7468,Howard Richardson,1894-10-29T00:00:00Z,Australia
9641,Ian Bedford,1930-02-11T00:00:00Z,United Kingdom
9537,Jack Barley,1887-12-04T00:00:00Z,United Kingdom
9537,Jack Barley,1887-12-04T00:00:00Z,United Kingdom of Great Britain and Ireland
7152,Jack Potter,1938-04-13T00:00:00Z,Australia
11195,James Cobbett,1804-01-12T00:00:00Z,United Kingdom of Great Britain and Ireland
8757,John Anton,1926-09-19T00:00:00Z,United Kingdom
9720,John Berry,1823-01-10T00:00:00Z,United Kingdom of Great Britain and Ireland
11266,John Comber,1861-01-08T00:00:00Z,United Kingdom of Great Britain and Ireland
6313,John Lord,1844-04-29T00:00:00Z,Australia
6570,John McIlwraith,1857-09-07T00:00:00Z,Australia
7757,Laurie Sawle,1925-08-19T00:00:00Z,Australia
11440,Leslie Croom,1920-04-20T00:00:00Z,United Kingdom
11440,Leslie Croom,1920-04-20T00:00:00Z,United Kingdom of Great Britain and Ireland
12466,Mark Ealham,1969-08-27T00:00:00Z,United Kingdom
12317,Michael Dunn,1940-11-14T00:00:00Z,United Kingdom
9835,Reginald Boden,1884-09-13T00:00:00Z,United Kingdom
9835,Reginald Boden,1884-09-13T00:00:00Z,United Kingdom of Great Britain and Ireland
7607,Rowan Sherriff,1951-07-07T00:00:00Z,Australia
7079,Roy Park,1892-07-30T00:00:00Z,Australia
10344,Samuel Baldwinson,1823-01-14T00:00:00Z,United Kingdom of Great Britain and Ireland
6282,Shane Lee,1973-08-08T00:00:00Z,Australia
11617,William Chapman,,United Kingdom
11254,William Collins,1868-01-29T00:00:00Z,United Kingdom
11254,William Collins,1868-01-29T00:00:00Z,United Kingdom of Great Britain and Ireland
9865,William Boroughs,1864-12-30T00:00:00Z,United Kingdom
9865,William Boroughs,1864-12-30T00:00:00Z,United Kingdom of Great Britain and Ireland
11049,Philip Cartwright,1880-09-26T00:00:00Z,United Kingdom
11049,Philip Cartwright,1880-09-26T00:00:00Z,United Kingdom of Great Britain and Ireland
6251,Harry Lambert,1918-07-08T00:00:00Z,Australia
12175,Tony Diment,1927-02-09T00:00:00Z,United Kingdom
10938,Russell Cobb,1961-05-18T00:00:00Z,United Kingdom
8893,Aspinall,,United Kingdom
11071,Edmund Chadwick,1847-08-31T00:00:00Z,United Kingdom of Great Britain and Ireland
8223,Graham Whyte,1952-03-29T00:00:00Z,Australia
8026,Ambrose Tarrant,1866-09-22T00:00:00Z,Australia
6386,William Logan,,Australia
12617,Roger Edmonds,1941-03-02T00:00:00Z,United Kingdom
6823,Merv Mueller,1914-10-03T00:00:00Z,Australia
6213,Harry Kortlang,1880-03-12T00:00:00Z,Australia
8302,Kenneth Walker,1941-06-25T00:00:00Z,Australia
6508,James Martin,1851-02-25T00:00:00Z,Australia
8279,Darren Walker,1966-06-08T00:00:00Z,Australia
8186,John Watt,1858-02-16T00:00:00Z,Australia
7380,Thornton Rockliffe,1887-07-05T00:00:00Z,Australia
7335,Brian Richardson,1932-05-15T00:00:00Z,Australia
7379,Thomas Rocher,1930-06-17T00:00:00Z,Australia
849751,Ritwik Roy Chowdhury,1995-11-20T00:00:00Z,India
9615,"Sir John Laurie, 3rd Baronet",1823-05-16T00:00:00Z,United Kingdom of Great Britain and Ireland
6252,Ossie Lambert,1926-08-23T00:00:00Z,Australia
6559,Eric McElhone,1887-06-27T00:00:00Z,Australia
6568,Leo McGuirk,1908-05-03T00:00:00Z,Australia
7587,James Searle,1861-08-08T00:00:00Z,Australia
7566,Warren Saunders,1934-07-18T00:00:00Z,Australia
1085002,Vinayak Bhoir,1988-09-02T00:00:00Z,India
9959,James Bray,1853-01-18T00:00:00Z,United Kingdom of Great Britain and Ireland
12632,William Edwards,1859-06-27T00:00:00Z,United Kingdom
11478,Charles Cumberlege,1851-07-29T00:00:00Z,United Kingdom
8835,Robert Austin,1871-12-28T00:00:00Z,United Kingdom
11694,Richard Crawley,1831-02-22T00:00:00Z,United Kingdom of Great Britain and Ireland
8283,Warren Wishart,1971-02-17T00:00:00Z,Australia
8148,Mark Walsh,1972-04-28T00:00:00Z,Australia
12408,Alfred du Cane,1835-04-02T00:00:00Z,United Kingdom
11283,Jeremy Cook,1941-07-20T00:00:00Z,United Kingdom
10431,Ralph Augustus Benson,1828-10-15T00:00:00Z,United Kingdom of Great Britain and Ireland
1174713,Mohammadullah Hamkar,2001-09-25T00:00:00Z,Afghanistan
11214,Colin Cokayne-Frith,1900-03-27T00:00:00Z,
1096822,Callum Taylor,1998-06-19T00:00:00Z,
6620,Matthew Minagall,1971-11-13T00:00:00Z,
10569,Frederick Byron,1822-02-03T00:00:00Z,
11461,Philip Crowe,1955-10-27T00:00:00Z,
10554,George Burnett,1824-03-23T00:00:00Z,
12615,James Edmeades,1843-07-18T00:00:00Z,
6384,Bob Lloyd,1940-10-24T00:00:00Z,
32540,Cheteshwar Pujara,1988-01-25T00:00:00Z,India
37224,Richard Hadlee,1951-07-03T00:00:00Z,New Zealand
26872,Atul Bedade,1966-06-24T00:00:00Z,India
42605,Saeed Anwar,1968-09-06T00:00:00Z,Pakistan
46072,Dick Luyt,1886-04-16T00:00:00Z,South Africa
44709,Cec Dixon,1891-02-12T00:00:00Z,South Africa
32192,Jatin Paranjpe,1972-04-17T00:00:00Z,India
38117,Adam Parore,1971-01-23T00:00:00Z,New Zealand
26789,Amit Singh,1981-06-21T00:00:00Z,India
38009,Chris Nevin,1975-08-03T00:00:00Z,New Zealand
4154,Don Blackie,1882-04-05T00:00:00Z,Australia
30778,Edward Leigh,1913-06-19T00:00:00Z,United Kingdom
30778,Edward Leigh,1913-06-19T00:00:00Z,United Kingdom of Great Britain and Ireland
4017,Frank Alexander,1911-04-15T00:00:00Z,Australia
4392,Gordon Brooks,1938-05-30T00:00:00Z,Australia
37607,Gordon Leggat,1926-05-27T00:00:00Z,New Zealand
36193,Gren Alabaster,1933-12-10T00:00:00Z,New Zealand
4201,Ian Brayshaw,1942-01-14T00:00:00Z,Australia
46515,James McMenamin,1910-05-26T00:00:00Z,Australia
41001,Javed Qureshi,1961-08-25T00:00:00Z,Pakistan
4068,Jim Allenby,1982-09-12T00:00:00Z,Australia
36833,Mark Douglas,1968-10-20T00:00:00Z,New Zealand
38114,Murray Parker,1948-08-28T00:00:00Z,New Zealand
42041,Nadeem Abbasi,1968-11-10T00:00:00Z,Pakistan
3938,Nathan Adcock,1978-04-22T00:00:00Z,Australia
4336,Percy Beames,1911-07-27T00:00:00Z,Australia
31277,Pravanjan Mullick,1976-09-12T00:00:00Z,India
42636,Shafiq Ahmed,1949-03-28T00:00:00Z,Pakistan
3973,Wayne Andrews,1958-11-19T00:00:00Z,Australia
43648,Younis Ahmed,1947-10-20T00:00:00Z,Australia
40556,Ijaz Faqih,1956-03-24T00:00:00Z,Pakistan
3978,Ken Archer,1928-01-17T00:00:00Z,Australia
43121,Shaiman Anwar,1979-03-15T00:00:00Z,Pakistan
38325,Les Riley,1908-01-26T00:00:00Z,United Kingdom
38325,Les Riley,1908-01-26T00:00:00Z,United Kingdom of Great Britain and Ireland
33584,S. R. Ramchandra Rao,1931-09-16T00:00:00Z,India
33584,S. R. Ramchandra Rao,1931-09-16T00:00:00Z,British Raj
33584,S. R. Ramchandra Rao,1931-09-16T00:00:00Z,Dominion of India
3956,Jeremy Allen,1971-06-11T00:00:00Z,Australia
4278,Wayne Broad,1956-06-20T00:00:00Z,Australia
28227,Vaibhav Deshpande,1987-01-11T00:00:00Z,India
43365,Tauqeer Hussain,1981-10-06T00:00:00Z,Pakistan
4008,Anthony Amalfi,1967-01-19T00:00:00Z,Australia
4282,Leonard Balcam,1957-08-20T00:00:00Z,Australia
4255,Edward Butler,1883-04-10T00:00:00Z,Australia
4216,Craig Brown,1954-01-25T00:00:00Z,Australia
26434,Boddupalli Amit,1988-03-30T00:00:00Z,India
4129,Rex Bennett,1896-06-25T00:00:00Z,Australia
4195,John Brain,1905-02-09T00:00:00Z,Australia
27787,Charanjit Singh,1978-09-03T00:00:00Z,India
35221,Sunil Dev,1948-05-30T00:00:00Z,India
38427,Matthew Sale,1975-02-02T00:00:00Z,New Zealand
37645,John Leader,1908-05-14T00:00:00Z,New Zealand
38056,Bradley Nielsen,1979-10-26T00:00:00Z,New Zealand
38225,Richard Pudney,1978-06-06T00:00:00Z,New Zealand
44255,Thomas Bryant,1933-03-02T00:00:00Z,South Africa
37560,Allen Kerr,1906-06-13T00:00:00Z,New Zealand
37657,Warren Linn,1954-09-10T00:00:00Z,New Zealand
4014,William Abell,1874-04-16T00:00:00Z,Australia
3934,Ted Adams,1896-07-10T00:00:00Z,Australia
37858,John McDonald,1931-04-07T00:00:00Z,New Zealand
38799,John Warrington,1948-11-02T00:00:00Z,New Zealand
26319,Chandrashekhar Atram,1983-10-01T00:00:00Z,India
3969,Peter Anderson,1933-10-04T00:00:00Z,Australia
4379,Leonard Bowley,1888-02-27T00:00:00Z,Australia
4538,Sid Carroll,1922-11-28T00:00:00Z,Australia
39950,Abid Ali,1987-10-16T00:00:00Z,
32325,Seetharam Prabhu,1964-08-25T00:00:00Z,
4376,Henry Bovell,1936-03-15T00:00:00Z,Australia
4024,Thorpe Allen,1870-03-07T00:00:00Z,Australia
4306,Bertram Bailey,1874-12-05T00:00:00Z,Australia
4340,Albert Bedford,1932-09-12T00:00:00Z,Australia
4351,John Bevan,1846-05-10T00:00:00Z,Australia
26946,Azhar Bilakhia,1986-05-31T00:00:00Z,
33780,Rajib Saha,1984-07-23T00:00:00Z,
36916,Tasman Drake,1884-12-02T00:00:00Z,
37563,Jack Kiddey,1929-07-05T00:00:00Z,New Zealand
36095,James Yates,1883-11-24T00:00:00Z,
25300,Jack Mendl,1911-12-06T00:00:00Z,Argentina
36974,Charles Edwards,1856-01-01T00:00:00Z,
37806,Thomas Malone,1876-01-01T00:00:00Z,New Zealand
316400,Mohammad Ayaz,1987-10-13T00:00:00Z,
46864,Anthony Procter,1943-05-28T00:00:00Z,South Africa
4354,Malcolm Biggs,1904-07-07T00:00:00Z,
36426,Neville Bennett,1928-06-01T00:00:00Z,New Zealand
36861,Brendon Donkers,1976-07-25T00:00:00Z,New Zealand
36848,Lance Dry,1975-12-14T00:00:00Z,New Zealand
37908,Nicholas Meadows,1962-01-01T00:00:00Z,
38937,George Young,1847-01-01T00:00:00Z,New Zealand
37990,Rhys Morgan,1978-11-03T00:00:00Z,New Zealand
38813,Christopher Webb,1950-06-08T00:00:00Z,New Zealand
44029,Alan Badenhorst,1970-07-10T00:00:00Z,
44197,John Beveridge,1909-09-30T00:00:00Z,
45043,David Fernley,1934-05-29T00:00:00Z,
4363,John Blackstock,1871-01-16T00:00:00Z,
46425,Neal Mandy,1962-11-05T00:00:00Z,
44910,Garnet Driver,1883-05-26T00:00:00Z,South Africa
27291,Narendra Bagatheria,1950-12-18T00:00:00Z,
43484,Tariq Mahmood,1985-04-22T00:00:00Z,Pakistan
46830,Brian Pfaff,1930-01-01T00:00:00Z,South Africa
16708,"Charles Lyttelton, 10th Viscount Cobham",1909-08-08T00:00:00Z,United Kingdom
28081,Q470774,1981-07-07T00:00:00Z,India
24331,Noel Cantwell,1932-02-28T00:00:00Z,Ireland
34105,Javagal Srinath,1969-08-31T00:00:00Z,India
227712,Ashok Dinda,1984-03-25T00:00:00Z,India
33034,Lalchand Rajput,1961-12-18T00:00:00Z,India
22512,Reginald Wood,1860-03-07T00:00:00Z,United Kingdom of Great Britain and Ireland
18536,Dick Pilling,1855-08-11T00:00:00Z,United Kingdom of Great Britain and Ireland
20235,David Smith,1956-01-09T00:00:00Z,United Kingdom
33958,Parthasarathy Sharma,1948-01-05T00:00:00Z,India
33958,Parthasarathy Sharma,1948-01-05T00:00:00Z,Dominion of India
18529,Andy Pick,1963-11-19T00:00:00Z,New Zealand
18095,Arnold Nesbitt,1878-10-16T00:00:00Z,United Kingdom of Great Britain and Ireland
22357,Arthur Wellard,1902-04-08T00:00:00Z,United Kingdom
22357,Arthur Wellard,1902-04-08T00:00:00Z,United Kingdom of Great Britain and Ireland
26860,Baqa Jilani,1911-07-20T00:00:00Z,British Raj
20385,Bill Storer,1867-01-25T00:00:00Z,United Kingdom of Great Britain and Ireland
18483,Cecil Pearson,1888-01-22T00:00:00Z,United Kingdom
18483,Cecil Pearson,1888-01-22T00:00:00Z,United Kingdom of Great Britain and Ireland
22552,Chris Whelan,1986-05-08T00:00:00Z,United Kingdom
19292,Christopher Paget,1987-11-02T00:00:00Z,United Kingdom
20472,Craig Stanley,1971-12-17T00:00:00Z,United Kingdom
25158,David Brown,1941-06-14T00:00:00Z,United Kingdom
18166,Ernest Norton,1889-06-19T00:00:00Z,United Kingdom
18166,Ernest Norton,1889-06-19T00:00:00Z,United Kingdom of Great Britain and Ireland
21618,Francis Turner,1890-03-01T00:00:00Z,United Kingdom
21618,Francis Turner,1890-03-01T00:00:00Z,United Kingdom of Great Britain and Ireland
36413,Gary Beer,1941-10-10T00:00:00Z,New Zealand
18288,Geoffrey Othen,1933-03-12T00:00:00Z,United Kingdom
17603,George Milne,1877-01-18T00:00:00Z,United Kingdom
17603,George Milne,1877-01-18T00:00:00Z,United Kingdom of Great Britain and Ireland
23788,Glenroy Sealy,1940-06-11T00:00:00Z,Canada
20514,Graham Skinner,1910-08-11T00:00:00Z,United Kingdom
19800,Harry Rogers,1889-01-21T00:00:00Z,United Kingdom
19800,Harry Rogers,1889-01-21T00:00:00Z,United Kingdom of Great Britain and Ireland
18355,Herbert Orr,1865-02-03T00:00:00Z,Australia
20753,Herbert Shrimpton,1903-04-12T00:00:00Z,United Kingdom
20753,Herbert Shrimpton,1903-04-12T00:00:00Z,United Kingdom of Great Britain and Ireland
24049,John Collins,,
18035,John North,1970-11-19T00:00:00Z,United Kingdom
20941,John Spanswick,1933-09-30T00:00:00Z,United Kingdom
22256,Mark Wagh,1976-10-20T00:00:00Z,United Kingdom
20257,Michael J. Smith,1942-01-04T00:00:00Z,United Kingdom
22127,Nick Thornicroft,1985-01-23T00:00:00Z,United Kingdom
16983,Pat McKeown,1976-06-01T00:00:00Z,United Kingdom
22210,Richard Venes,1885-03-12T00:00:00Z,United Kingdom
22210,Richard Venes,1885-03-12T00:00:00Z,United Kingdom of Great Britain and Ireland
17347,Robert Marsden,1959-04-02T00:00:00Z,United Kingdom
17204,Robert McIntosh,1907-08-19T00:00:00Z,United Kingdom
17204,Robert McIntosh,1907-08-19T00:00:00Z,United Kingdom of Great Britain and Ireland
17754,Timothy Murrills,1953-12-22T00:00:00Z,United Kingdom
21479,Tom Taylor,1911-07-07T00:00:00Z,United Kingdom of Great Britain and Ireland
18300,William Oates,1929-06-11T00:00:00Z,United Kingdom
16794,Thomas Leventhorpe,1813-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
18176,Henry Nuttall,1855-02-06T00:00:00Z,United Kingdom
18176,Henry Nuttall,1855-02-06T00:00:00Z,United Kingdom of Great Britain and Ireland
23099,Anthony Windows,1942-09-25T00:00:00Z,United Kingdom
32798,Jamshed Patel,1914-04-18T00:00:00Z,India
32798,Jamshed Patel,1914-04-18T00:00:00Z,British Raj
32798,Jamshed Patel,1914-04-18T00:00:00Z,Dominion of India
20153,Peter Shenton,1936-05-05T00:00:00Z,United Kingdom
31521,Rajan Mehra,1933-11-23T00:00:00Z,India
31521,Rajan Mehra,1933-11-23T00:00:00Z,British Raj
31521,Rajan Mehra,1933-11-23T00:00:00Z,Dominion of India
20797,Hiram Slack,1843-07-23T00:00:00Z,United Kingdom of Great Britain and Ireland
22744,Ian Waring,1963-12-06T00:00:00Z,United Kingdom
36134,Vivek Yadav,1984-12-09T00:00:00Z,India
25065,Jack Vare,1986-02-14T00:00:00Z,Papua New Guinea
29980,Borni Jamula,1953-07-26T00:00:00Z,India
17821,Herbert Charles Malkin,1836-01-01T00:00:00Z,United Kingdom
332978,John Reva,1990-09-23T00:00:00Z,
20828,Arthur Smith,1857-12-03T00:00:00Z,United Kingdom
20828,Arthur Smith,1857-12-03T00:00:00Z,United Kingdom of Great Britain and Ireland
20517,Ernest Steel,1864-06-25T00:00:00Z,British Raj
22820,Fred Webster,1897-05-07T00:00:00Z,United Kingdom
22820,Fred Webster,1897-05-07T00:00:00Z,United Kingdom of Great Britain and Ireland
35292,Anupam Sanklecha,1982-07-17T00:00:00Z,India
23868,Shantha Jayasekera,1963-06-06T00:00:00Z,Canada
31504,Aloke Mazumdar,1947-10-01T00:00:00Z,India
27462,Anil Bhattacharjee,1934-08-01T00:00:00Z,India
27987,Ashu Dani,1974-10-03T00:00:00Z,India
34306,Shiv Shanker,1982-05-02T00:00:00Z,India
36410,Clement Beck,1863-09-28T00:00:00Z,New Zealand
36350,Lindsay Breen,1971-07-16T00:00:00Z,New Zealand
36047,Baburao Yadav,1982-11-06T00:00:00Z,India
36415,Arthur Bell,1869-01-01T00:00:00Z,New Zealand
35460,Sukhvinder Tinku,1969-03-04T00:00:00Z,India
19026,William Powell,1885-01-19T00:00:00Z,United Kingdom
19026,William Powell,1885-01-19T00:00:00Z,United Kingdom of Great Britain and Ireland
30080,Onkar Khanvilkar,1982-09-08T00:00:00Z,India
29656,Anshu Jain,1979-11-15T00:00:00Z,India
333805,Nick Buchanan,1991-04-03T00:00:00Z,Australia
22997,Philip Wilkinson,1951-08-23T00:00:00Z,United Kingdom
21765,Frederick Thackeray,1817-02-23T00:00:00Z,United Kingdom of Great Britain and Ireland
36453,Bob Blacklock,1865-04-01T00:00:00Z,New Zealand
35762,Duncan Vines,1869-01-01T00:00:00Z,
24479,Gerard O'Brien,1942-11-12T00:00:00Z,
24489,Cecil Pemberton,1898-11-15T00:00:00Z,
35382,Francis Travers,1882-11-07T00:00:00Z,
18749,Walter Parke,1891-07-27T00:00:00Z,
6013,Barry Jarman,1936-02-17T00:00:00Z,Australia
9062,Ian Bell,1982-04-11T00:00:00Z,United Kingdom
9280,Claude Buckenham,1876-01-16T00:00:00Z,United Kingdom
9280,Claude Buckenham,1876-01-16T00:00:00Z,United Kingdom of Great Britain and Ireland
6499,Geoff Marsh,1958-12-31T00:00:00Z,Australia
8291,Cameron White,1983-08-18T00:00:00Z,Australia
8522,John Arlott,1914-02-25T00:00:00Z,United Kingdom
6540,Stan McCabe,1910-07-16T00:00:00Z,Australia
5733,Alec Hurwood,1902-06-17T00:00:00Z,Australia
6111,Alfred Jones,1859-06-06T00:00:00Z,Australia
9390,Andrew Bairstow,1975-06-16T00:00:00Z,United Kingdom
6206,Bill Kinnear,1914-08-19T00:00:00Z,Australia
8181,Bill Watson,1931-01-31T00:00:00Z,Australia
6901,Cameron Merchant,1984-01-04T00:00:00Z,Australia
5583,Daniel Harris,1979-12-31T00:00:00Z,Australia
5583,Daniel Harris,1979-12-31T00:00:00Z,New Zealand
7639,David Anthony Smith,1957-09-01T00:00:00Z,Australia
55893,Fazle Mahmud,1987-12-30T00:00:00Z,Bangladesh
8680,Frank Adshead,1894-02-09T00:00:00Z,United Kingdom
8680,Frank Adshead,1894-02-09T00:00:00Z,United Kingdom of Great Britain and Ireland
8218,Gary Whitney,1951-03-19T00:00:00Z,Australia
9339,Gavin Byram,1974-02-15T00:00:00Z,United Kingdom
8234,Gregory Wilson,1958-01-04T00:00:00Z,Australia
8915,John Armstrong,1981-01-03T00:00:00Z,United Kingdom
9063,John Bell,1895-06-16T00:00:00Z,United Kingdom
9063,John Bell,1895-06-16T00:00:00Z,United Kingdom of Great Britain and Ireland
54624,Juanita van Zyl,,South Africa
8117,Ken Vowles,1971-09-29T00:00:00Z,Australia
9205,Kevin Bray,1968-09-24T00:00:00Z,Australia
6232,Len King,1941-11-30T00:00:00Z,Australia
8084,Les Townsend,1914-10-04T00:00:00Z,Australia
55525,Malcolm Jarvis,1955-12-06T00:00:00Z,Zimbabwe
7396,Marshall Rosen,1948-09-17T00:00:00Z,Australia
5600,Merv Harvey,1918-04-29T00:00:00Z,Australia
6161,Michael Klinger,1980-07-04T00:00:00Z,Australia
7443,Nathan Rimmington,1982-11-11T00:00:00Z,Australia
7326,Paul Reiffel,1966-04-19T00:00:00Z,Australia
6557,Percy McDonnell,1860-11-13T00:00:00Z,Australia
6954,Phil Newland,1875-02-02T00:00:00Z,Australia
7169,Scott Plummer,1966-08-01T00:00:00Z,Australia
9036,William Bates,1884-03-05T00:00:00Z,United Kingdom
9036,William Bates,1884-03-05T00:00:00Z,United Kingdom of Great Britain and Ireland
9243,Vic Brooks,1948-06-29T00:00:00Z,United Kingdom
6846,Johnny Mullagh,1841-08-13T00:00:00Z,Australia
54607,Pamela Hollett,,South Africa
5530,Herbert Guthrie,1902-09-29T00:00:00Z,Australia
9791,Ernest Blackmore,1895-05-12T00:00:00Z,United Kingdom
9791,Ernest Blackmore,1895-05-12T00:00:00Z,United Kingdom of Great Britain and Ireland
8695,Bayly Akroyd,1850-04-27T00:00:00Z,United Kingdom of Great Britain and Ireland
7910,John Tabart,1827-11-30T00:00:00Z,Australia
6163,Robert Knight,1957-11-20T00:00:00Z,Australia
56017,Mosharraf Hossain,1981-11-20T00:00:00Z,Bangladesh
55405,Ahmed Esat,1956-09-01T00:00:00Z,Zimbabwe
6814,Thomas Morres,1829-09-12T00:00:00Z,Australia
7223,Robert Power,1833-01-01T00:00:00Z,Australia
5489,Jack Giles,1921-06-17T00:00:00Z,Australia
5782,Alfred Haddrick,1868-07-14T00:00:00Z,Australia
5813,Thomas Hastings,1865-01-16T00:00:00Z,Australia
6377,Percy Lewis,1864-03-13T00:00:00Z,Australia
54667,Carly Verheul,1980-01-12T00:00:00Z,Kingdom of the Netherlands
5738,Bob Hynes,1912-04-12T00:00:00Z,Australia
5738,Bob Hynes,1912-04-14T00:00:00Z,Australia
6215,Henry Kroger,1906-06-27T00:00:00Z,Australia
7832,Stanley Stephens,1883-04-16T00:00:00Z,Australia
8317,John Watmuff,1915-09-16T00:00:00Z,Australia
6695,Steve McCooke,1960-01-31T00:00:00Z,Australia
941035,Sagar Mishra,1993-09-15T00:00:00Z,India
6947,Kevin Neville,1968-03-24T00:00:00Z,Australia
7936,John Thomas,1852-04-12T00:00:00Z,Australia
7936,John Thomas,1852-04-12T00:00:00Z,United Kingdom of Great Britain and Ireland
949897,Kemar Brathwaite,1993-09-29T00:00:00Z,
7641,Douglas Smith,1880-10-09T00:00:00Z,Australia
7338,Edward Richardson,1929-12-08T00:00:00Z,Australia
8009,Colin Thwaites,1955-01-23T00:00:00Z,Australia
6475,Peter Mancell,1958-03-15T00:00:00Z,Australia
7086,George Paton,1879-03-01T00:00:00Z,Australia
54706,Isabelle van Dishoek,1953-01-01T00:00:00Z,Kingdom of the Netherlands
6306,George Lockie,1910-02-18T00:00:00Z,Australia
55296,Conan Brewer,1982-09-01T00:00:00Z,Zimbabwe
6048,Neil Jones,1966-07-12T00:00:00Z,Australia
6308,Roy Loder,1896-12-17T00:00:00Z,Australia
6580,John McKone,1835-10-03T00:00:00Z,Australia
7321,Douglas Reid,1886-09-23T00:00:00Z,Australia
7671,Bob Steele,1901-04-22T00:00:00Z,Australia
8182,William Watson,1881-11-10T00:00:00Z,Australia
8266,Alan Wyatt,1935-04-04T00:00:00Z,Australia
9718,Fred Berry,1910-02-13T00:00:00Z,United Kingdom
9718,Fred Berry,1910-02-13T00:00:00Z,United Kingdom of Great Britain and Ireland
936479,Brighton Zhawi,1992-04-20T00:00:00Z,Zimbabwe
5505,Lionel Gouly,1873-02-12T00:00:00Z,Australia
5523,Henry Grigg,1906-05-24T00:00:00Z,Australia
9342,John Bell,,
5461,Robert Gilbourne,1943-07-16T00:00:00Z,
5491,Charles Godfrey,1860-11-17T00:00:00Z,Australia
